title,authors,conference,year
We Ain&apos;t Afraid of No File Fragmentation: Causes and Prevention of Its Performance Impact on Modern Flash SSDs.,Yuhun Jun; Shin-Hyun Park; Jeong-Uk Kang; Sang-Hoon Kim; Euiseong Seo,FAST,2024
Physical vs. Logical Indexing with IDEA: Inverted Deduplication-Aware Index.,Asaf Levi; Philip Shilane; Sarai Sheinvald; Gala Yadgar,FAST,2024
MinFlow: High-performance and Cost-efficient Data Passing for I/O-intensive Stateful Serverless Analytics.,Tao Li; Yongkun Li 0001; Wenzhe Zhu; Yinlong Xu; John C. S. Lui,FAST,2024
Optimizing File Systems on Heterogeneous Memory by Integrating DRAM Cache with Virtual Memory Management.,Yubo Liu; Yuxin Ren 0001; Mingrui Liu; Hongbo Li 0007; Hanjun Guo; Xie Miao; Xinwei Hu; Haibo Chen 0001,FAST,2024
Metis: File System Model Checking via Versatile Input and State Exploration.,Yifei Liu; Manish Adkar; Gerard J. Holzmann; Geoff Kuenning; Pei Liu; Scott A. Smolka; Wei Su; Erez Zadok,FAST,2024
MIDAS: Minimizing Write Amplification in Log-Structured Systems through Adaptive Group Number and Size Configuration.,Seonggyun Oh; Jeeyun Kim; Soyoung Han; Jaeho Kim; Sungjin Lee 0001; Sam H. Noh,FAST,2024
Combining Buffered I/O and Direct I/O in Distributed File Systems.,Yingjin Qian; Marc-André Vef; Patrick Farrell; Andreas Dilger; Xi Li; Shuichi Ihara; Yinjin Fu; Wei Xue; André Brinkmann,FAST,2024
ELECT: Enabling Erasure Coding Tiering for LSM-tree-based Storage.,Yanjing Ren; Yuanming Ren; Xiaolu Li 0002; Yuchong Hu; Jingwei Li 0001; Patrick P. C. Lee,FAST,2024
Kosmo: Efficient Online Miss Ratio Curve Generation for Eviction Policy Evaluation.,Kia Shakiba; Sari Sultan; Michael Stumm,FAST,2024
Baleen: ML Admission &amp; Prefetching for Flash Caches.,Daniel Lin-Kit Wong; Hao Wu; Carson Molder; Sathya Gunasekar; Jimmy Lu; Snehal Khandkar; Abhinav Sharma; Daniel S. Berger; Nathan Beckmann; Gregory R. Ganger,FAST,2024
IONIA: High-Performance Replication for Modern Disk-based KV Stores.,Yi Xu; Henry Zhu; Prashant Pandey 0001; Alex Conway 0001; Rob Johnson 0001; Aishwarya Ganesan; Ramnatthan Alagappan,FAST,2024
TeRM: Extending RDMA-Attached Memory with SSD.,Zhe Yang 0012; Qing Wang 0031; Xiaojian Liao; Youyou Lu; Keji Huang; Jiwu Shu,FAST,2024
Seraph: Towards Scalable and Efficient Fully-external Graph Computation via On-demand Processing.,Tsun-Yu Yang; Yizou Chen; Yuhong Liang; Ming-Chang Yang,FAST,2024
OmniCache: Collaborative Caching for Near-storage Accelerators.,Jian Zhang; Yujie Ren; Marie Nguyen; Changwoo Min; Sudarsun Kannan,FAST,2024
What&apos;s the Story in EBS Glory: Evolutions and Lessons in Building Cloud Block Store.,Weidong Zhang 0011; Erci Xu; Qiuping Wang; Xiaolu Zhang; Yuesheng Gu; Zhenwei Lu; Tao Ouyang; Guanqun Dai; Wenwen Peng; Zhe Xu; Shuo Zhang; Dong Wu; Yilei Peng; Tianyun Wang; Haoran Zhang; Jiasheng Wang; Wenyuan Yan; Yuanyuan Dong; Wenhui Yao; Zhongjie Wu; Lingjun Zhu; Chao Shi; Yinhu Wang; Rong Liu; Junping Wu; Jiaji Zhu; Jiesheng Wu,FAST,2024
In-Memory Key-Value Store Live Migration with NetMigrate.,Zeying Zhu; Yibo Zhao; Zaoxing Liu,FAST,2024
"22nd USENIX Conference on File and Storage Technologies, FAST 2024, Santa Clara, CA, USA, February 27-29, 2024.",Xiaosong Ma; Youjip Won,FAST,2024
CREST-CiM: Cross-Coupling-Enhanced Differential STT-MRAM for Robust Computing-in-Memory in Binary Neural Networks.,Imtiaz Ahmed; Akul Malhotra; Sumeet Kumar Gupta,DAC,2025
Design and Technology Co-optimization Utilizing Flip-FET (FFET) Standard Cells.,Jaehoon Ahn; Taewhan Kim,DAC,2025
ReVeil: Unconstrained Concealed Backdoor Attack on Deep Neural Networks using Machine Unlearning.,Manaar Alam; Hithem Lamri; Michail Maniatakos,DAC,2025
Late Breaking Results: Decentralized Voting-Based Attestation for IoT Devices.,Mohamed Alsharkawy; Eren Sönmez; Jeferson González-Gómez; Hassan Nassar; Jörg Henkel,DAC,2025
Late Breaking Results: The Hidden Risks of Activation Duration in PLPUFs.,Mohamed Alsharkawy; Jan Zwerschke; Hassan Nassar; Jeferson González-Gómez; Jörg Henkel,DAC,2025
DDRoute: a Novel Depth-Driven Approach to the Qubit Routing Problem.,Alessandro Annechini; Marco Venere; Donatella Sciuto; Marco D. Santambrogio,DAC,2025
Late Breaking Results: Encoder-Decoder Generative Diffusion Transformer Towards Push-Button Analog IC Sizing.,Filipe Azevedo 0001; Nuno Lourenço 0003; Ricardo Martins 0003,DAC,2025
DARIS: An Oversubscribed Spatio-Temporal Scheduler for Real-Time DNN Inference on GPUs.,Amir Fakhim Babaei; Thidapat Chantem,DAC,2025
EdgeMM: Multi-Core CPU with Heterogeneous AI-Extension and Activation-aware Weight Pruning for Multimodal LLMs at Edge.,Kangbo Bai; Le Ye; Ru Huang 0001; Tianyu Jia,DAC,2025
Pipirima: Predicting Patterns in Sparsity to Accelerate Matrix Algebra.,Ubaid Bakhtiar; Donghyeon Joo; Bahar Asgari,DAC,2025
Comparison-Free Bit-Stream Generation for Cost-Efficient Unary Computing.,Faeze S. Banitaba; Amir Hossein Jalilvand; M. Hassan Najafi; Sercan Aygun,DAC,2025
CognitiveArm: Enabling Real-Time EEG-Controlled Prosthetic Arm Using Embodied Machine Learning.,Abdul Basit 0013; Maha Nawaz; Saim Rehman; Muhammad Shafique 0001,DAC,2025
Security Opportunities and Challenges for Disaggregated Architectures (Invited).,Elisa Bertino; Imtiaz Karim; Ashish Kundu,DAC,2025
Fast End-to-End Simulation and Exploration of Many-RISCV-Core Baseband Transceivers for Software-Defined Radio-Access Networks.,Marco Bertuletti; Yichao Zhang 0003; Mahdi Abdollahpour; Samuel Riedel; Alessandro Vanelli-Coralli; Luca Benini,DAC,2025
Dynamic Local Usage: An Accurate Model for Usage of Tile-Internal Wiring in Global Routing.,Tilmann Bihler; Daniel Blankenburg,DAC,2025
Free and Fair Hardware: A Pathway to Copyright Infringement-Free Verilog Generation using LLMs.,Sam Bush; Matthew DeLorenzo; Phat Tieu; Jeyavijayan Rajendran,DAC,2025
On Bit-level Reverse Engineering of Vehicular CAN Bus.,Yunlang Cai; Hanxue Shi; Xiaohang Wang 0001; Haoting Shen; Li Lu 0008; Kui Ren 0001,DAC,2025
CaMDN: Enhancing Cache Efficiency for Multi-tenant DNNs on Integrated NPUs.,Tianhao Cai; Liang Wang 0020; Limin Xiao; Meng Han; Zeyu Wang; Lin Sun; Xiaojian Liao,DAC,2025
Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction.,Charlie Campbell; Hao Mark Chen; Wayne Luk; Hongxiang Fan,DAC,2025
Secondary-Power-Cell-Aware Detailed Placement in Multiple Power Domain Designs.,Yu-Wei Chang; Shao-Yun Fang; Kai-Chuan Yang; Min-Ching Lin,DAC,2025
Late Breaking Results: Statistical Timing Graph Scheduling Algorithm for GPU Computation.,Chih-Chun Chang; Tsung-Wei Huang,DAC,2025
P-DAC: Power-Efficient Photonic Accelerators for LLM Inference.,Wen-Tse Chang; Chun-Feng Wu; Yun-Chen Lo,DAC,2025
PastATPG: A Hybrid ATPG Framework for Better Test Compaction with Partial Assignment SAT.,Zhiteng Chao; Xindi Zhang; Xinyu Zhang; Jianan Mu; Zizhen Liu; Shengwen Liang; Shaowei Cai 0001; Jing Ye 0001; Xiaowei Li 0001; Huawei Li 0001,DAC,2025
DIAS: Distance-based Attention Sparsity for Ultra-Long-Sequence Transformer with Tree-like Processing-in-Memory Architecture.,Zekai Chen; Yiming Chen; Teng Wan; Tianyi Yu; Yu Wang 0002; Huazhong Yang; Xueqing Li 0002,DAC,2025
Delving into Topology Representation for Layout Pattern: A Novel Contrastive Learning Framework for Hotspot Detection.,Silin Chen; Kangjian Di; Guohao Wang; Wenzheng Zhao; Li Du; Ningmu Zou,DAC,2025
A PulseWidth-IN-PulseWidth-Out Universal Nonlinear Processing Element for Time-Domain In-Memory Computing Systems.,Yihao Chen; Pengcheng Feng; Zhigang Li; Gang Chen; Rongxuan Shen; Huaxiang Lu; Xiaoxin Xu,DAC,2025
YAP: Yield Modeling and Simulation for Advanced Packaging.,Zhichao Chen; Puneet Gupta,DAC,2025
Clearance-Constrained PCB Global Placement with Heterogeneous Components.,Yan-Jen Chen; Wei-Kai Huang; Chung-Ting Tsai 0002; Chiao-Yu Ou; Yao-Wen Chang,DAC,2025
E-morphic: Scalable Equality Saturation for Structural Exploration in Logic Synthesis.,Chen Chen; Guangyu Hu; Cunxi Yu; Yuzhe Ma; Hongce Zhang,DAC,2025
AttenPIM: Accelerating LLM Attention with Dual-mode GEMV in Processing-in-Memory.,Liyan Chen; Dongxu Lyu; Zhenyu Li; Jianfei Jiang 0001; Qin Wang 0009; Zhigang Mao; Naifeng Jing,DAC,2025
SAGA: A Memory-Efficient Accelerator for GANN Construction via Harnessing Vertex Similarity.,Ruiyang Chen; Xueyuan Liu 0001; Chunyu Qi; Yuanzheng Yao; Yanan Sun 0003; Xiaoyao Liang; Zhuoran Song,DAC,2025
Late Breaking Results: Warpage-Aware Generative Floorplanning for Reliable Advanced Packaging.,Min-Hung Chen; Cheng-Yen Li; Chuan-Chi Su; Yao-Wen Chang; Tung-Chieh Chen,DAC,2025
Maximizing Energy Efficiency in Spiking Neural Networks: A Dynamic Joint Pruning Framework.,Shuo Chen; Zeshi Liu; Haihang You,DAC,2025
RUPlace: Optimizing Routability via Unified Placement and Routing Formulation.,Yifan Chen; Jing Mai; Zuodong Zhang; Yibo Lin,DAC,2025
NeuralMesh: Neural Network For FEM Mesh Generation in 2.5D/3D Chiplet Thermal Simulation.,Pengju Chen; Dan Niu; Dekang Zhang; Wenhao Wang; Depeng Xie; Zhou Jin 0001; Wei W. Xing; Lei He 0001,DAC,2025
"A Fast, Iterative Clock Skew Scheduling Algorithm with Dynamic Sequential Graph Extraction.",Shijian Chen; Yihang Qiu; Biwei Xie; Mingyu Chen 0001; Xingquan Li,DAC,2025
"Move Less, Retrieve Fast: A Retrieval-in-Memory Architecture for Language Models.",Jiaxian Chen; Yuxuan Qi; Jianan Yuan; Kaoyi Sun; Tianyu Wang 0009; Chenlin Ma; Yi Wang 0003,DAC,2025
"Anchor First, Accelerate Next: Revolutionizing GNNs with PIM by Harnessing Stationary Data.",Jiaxian Chen; Yuxuan Qi; Yongbiao Zhu; Jianan Yuan; Kaoyi Sun; Tianyu Wang 0009; Chenlin Ma; Yi Wang 0003,DAC,2025
GPart: A GNN-Enabled Multilevel Graph Partitioner.,Magi Chen; Ting-Chi Wang,DAC,2025
Configurable DSP-Based CAM Architecture for Data-Intensive Applications on FPGAs.,Yao Chen 0008; Feng Yu 0003; Di Wu; Weng-Fai Wong; Bingsheng He,DAC,2025
PatLabor: Pareto Optimization of Timing-Driven Routing Trees.,Zhiyang Chen; Hailong Yao; Xia Yin,DAC,2025
April: Accuracy-Improved Floating-Point Approximation For Neural Network Accelerators.,Yonghao Chen; Jiaxiang Zou; Xinyu Chen,DAC,2025
GSIM: Accelerating RTL Simulation for Large-Scale Designs.,Lu Chen; Dingyi Zhao; Zihao Yu; Ninghui Sun; Yungang Bao,DAC,2025
Late Breaking Results: Source-Aware Adaptive Cache Management for CXL-enabled Disaggregated Memory Sharing.,Qianyu Cheng; Jiajun Ji; Teng Wang; Zihan Wang; Lei Gong; Chao Wang 0003; Xuehai Zhou,DAC,2025
Process-Variation-Aware Design Optimization for Wavelength-Routed Optical Networks-on-Chip.,Liaoyuan Cheng; Mengchu Li; Tsun-Ming Tseng; Martin Schottenloher; Ulf Schlichtmann,DAC,2025
CirSTAG: Circuit Stability Analysis on Graph-based Manifolds.,Wuxinlin Cheng; Yihang Yuan; Chenhui Deng; Ali Aghdaei; Zhiru Zhang; Zhuo Feng,DAC,2025
Scalable Community Detection Using Quantum Hamiltonian Descent and QUBO Formulation.,Jinglei Cheng; Ruilin Zhou; Yuhang Gan; Chen Qian 0001; Junyu Liu,DAC,2025
EPOC: An Efficient Pulse Generation Framework with Advanced Synthesis for Quantum Circuits.,Jinglei Cheng; Yuchen Zhu; Yidong Zhou; Hang Ren; Zhixin Song; Zhiding Liang,DAC,2025
Late Breaking Results: Scalable GPU-Friendly Parallelization for Sweep-Based Maze Routing.,Cheng-Yu Chiang; Zong-Ying Cai; Chao-Chi Lan; Yan-Jen Chen; Yang Hsu; Yao-Wen Chang; Hung-Ming Chen,DAC,2025
DBC: Drift-aware Binary Code for Drift-tolerant Deep Neural Networks.,Insu Choi; Jaeyong Chung; Joon-Sung Yang,DAC,2025
Chameleon-SAT: An Adaptive Boolean Satisfiability Accelerator Using Mixed-Signal In-Memory Computing for Versatile SAT Problems.,Iris Ying Chou; Hao Kong; Yi Huang 0036; Jianfeng Zhu 0001; Wenping Zhu; Shaojun Wei; Aoyang Zhang; Leibo Liu,DAC,2025
ZXNet: ZX Calculus-Driven Graph Neural Network Framework for Quantum Circuit Equivalence Checking.,Navnil Choudhury; Ameya S. Bhave; Kanad Basu,DAC,2025
ArbiterQ: Improving QNN Convergency and Accuracy by Applying Personalized Model on Heterogeneous Quantum Devices.,Tianyao Chu; Siwei Tan; Liqiang Lu; Jingwen Leng; Fangxin Liu; Congliang Lang; Yifan Guo; Jianwei Yin,DAC,2025
Power-Grid Structure Exploration with Unified Sequence-based Learning Framework.,Yi-Lin Chuang; Hao-Wei Chan; Chih-Yun Yen; Shih-An Hsieh; Ching-Feng Chen; Sheng-Te Lai,DAC,2025
Late Breaking Results: Utilization of Hybrid Threshold-Voltage Flip-flops for Power Recovery.,Sehyeon Chung; Hyun-chul Hwang; Byung Su Kim; Jaeha Lee; Kunhyuk Kang; Taewhan Kim,DAC,2025
Dual-Issue Execution of Mixed Integer and Floating-Point Workloads on Energy-Efficient In-Order RISC-V Cores.,Luca Colagrande; Luca Benini,DAC,2025
Finding the Pareto Frontier of Low-Precision Data Formats and MAC Architecture for LLM Inference.,Brian Crafton; Xiaochen Peng; Xiaoyu Sun 0001; Ashwin Sanjay Lele; Bo Zhang; Win-San Khwa; Kerem Akarvardar,DAC,2025
PreDAC: An Efficient Framework of Pre-Refining Enhanced Design Space Exploration for Approximate Computing.,Ziying Cui; Ke Chen 0018; Bi Wu 0002; Yu Gong 0002; Chenggang Yan 0002; Weiqiang Liu 0001,DAC,2025
IntraFuzz: Coverage-Guided Intra-Enclave Fuzzing for Intel SGX Applications.,Jinhua Cui 0002; Qiao Peng; Yiwen Yao; Ke Ye; Jiliang Zhang 0002,DAC,2025
Machine Learning-Driven STL Generation for Enhancing Functional Safety of E/E Systems.,Sanjay Das; Swastik Bhattacharya; Anand Menon; Shamik Kundu; Pooja Madhusoodhanan; Prasanth Viswanathan Pillai; Rubin A. Parekhji; Arnab Raha; Suvadeep Banerjee; Suriyaprakash Natarajan; Kanad Basu,DAC,2025
ChipAlign: Instruction Alignment in Large Language Models for Chip Design via Geodesic Interpolation.,Chenhui Deng; Yunsheng Bai; Haoxing Ren,DAC,2025
Mixed-Precision Quantization for Deep Vision Models with Integer Quadratic Programming.,Zihao Deng; Sayeh Sharify; Xin Wang; Michael Orshansky,DAC,2025
FastPath: A Hybrid Approach for Efficient Hardware Security Verification.,Lucas Deutschmann; Andres Meza 0001; Dominik Stoffel; Wolfgang Kunz; Ryan Kastner,DAC,2025
Centralized Training and Decentralized Control through the Actor-Critic Paradigm for Highly Optimized Multicores.,Benedikt Dietrich; Heba Khdr; Jörg Henkel,DAC,2025
Graph in the Vault: Protecting Edge GNN Inference with Trusted Execution Environment.,Ruyi Ding; Tianhong Xu; Aidong Adam Ding; Yunsi Fei,DAC,2025
DeepPUFSCA: Deep learning for Physical Unclonable Function attack based on Side Channel Analysis support.,Ngoc Phu Doan; Tuan Dung Pham; Zichi Zhang; Viet-Hung Tran; Jack Miskelly; Hans Vandierendonck; Anh-Tuan Hoang; Máire O&apos;Neill; Son T. Mai,DAC,2025
DuQTTA: Dual Quantized Tensor-Train Adaptation with Decoupling Magnitude-Direction for Efficient Fine-Tuning of LLMs.,Haoyan Dong; Hai-Bao Chen; Jingjing Chang; Yixin Yang 0004; Ziyang Gao; Zhigang Ji; Runsheng Wang; Ru Huang 0001,DAC,2025
3D-CIMlet: A Chiplet Co-Design Framework for Heterogeneous In-Memory Acceleration of Edge LLM Inference and Continual Learning.,Shuting Du; Luqi Zheng; Aradhana Mohan Parvathy; Feifan Xie; Tiwei Wei; Anand Raghunathan; Haitong Li,DAC,2025
Towards Training Robustness Against Dynamic Errors in Quantum Machine Learning.,Shijin Duan; Gaowen Liu; Charles Fleming; Ramana Kompella; Xiaolin Xu 0001; Shaolei Ren,DAC,2025
Holistic Design towards Resource-Stringent Binary Vector Symbolic Architecture.,Shijin Duan; Nuntipat Narkthong; Yukui Luo; Shaolei Ren; Xiaolin Xu 0001,DAC,2025
An Energy-Efficient Kalman Filter Architecture with Tunable Accuracy for Brain-Computer Interfaces.,Guy Eichler; Joseph Zuckerman; Luca P. Carloni,DAC,2025
VISTA: Optimizing GPU Scheduling through Versatile Locality-Aware Data Sharing.,Hajar Falahati; Negin Mahani; Adrián Cristal; Osman S. Unsal,DAC,2025
SQ-DM: Accelerating Diffusion Models with Aggressive Quantization and Temporal Sparsity.,Zichen Fan; Steve Dai; Rangharajan Venkatesan; Dennis Sylvester; Brucek Khailany,DAC,2025
NetTAG: A Multimodal RTL-and-Layout-Aligned Netlist Foundation Model via Text-Attributed Graph.,Wenji Fang; Wenkai Li; Shang Liu 0006; Yao Lu 0031; Hongce Zhang; Zhiyao Xie,DAC,2025
Invited paper: Enhancing Design Automation with Quantum Algorithms for Chip Design.,Gabriel P. L. M. Fernandes; Matheus S. Fonseca; Amanda G. Valério; Nicolás A. C. Carpio; João Marcus Epifânio Morais de Assunção; Rafael Vidal Aroca; Celso Jorge Villas-Bôas; Dario Sassi Thober,DAC,2025
High-Performance Computing Architecture Exploration with Stage-Enhanced Bayesian Optimization.,Vincent Fu; Mohamed Benazouz; Lilia Zaourar; Alix Munier Kordon,DAC,2025
ReSMiPS: A ReRAM-based Sparse Mixed-precision Solver with Fast Matrix Reordering Algorithm.,Yuyang Fu; Jiancong Li; Jia Chen 0032; Zhiwei Zhou; Houji Zhou; Wenlong Peng; Yi Li 0049; Xiangshui Miao,DAC,2025
UniCoS: A Unified Neural and Accelerator Co-Search Framework for CNNs and ViTs.,Wei Fu; Wenqi Lou; Cheng Tang 0004; Hongbing Wen; Yunji Qin; Lei Gong; Chao Wang 0003; Xuehai Zhou,DAC,2025
PairGraph: An Efficient Search-space-aware Accelerator for High-performance Concurrent Pairwise Queries.,Yutao Fu; Zhongtian Long; Yu Zhang 0027; Zirui He; Jin Zhao 0003; Qiyuan Niu; Zixiao Wang 0005; Hai Jin 0001,DAC,2025
Late Breaking Results: Hybrid Logic Optimization with Predictive Self-Supervision.,Rongliang Fu; Ran Zhang; Ziyang Zheng; Zhengyuan Shi; Yuan Pu 0001; Junying Huang; Qiang Xu 0001; Tsung-Yi Ho,DAC,2025
CND-IDS: Continual Novelty Detection for Intrusion Detection Systems.,Sean Fuhrman; Onat Güngör; Tajana Rosing,DAC,2025
EVA: An Efficient and Versatile Generative Engine for Targeted Discovery of Novel Analog Circuits.,Jian Gao; Weimin Fu; Xiaolong Guo 0001; Weidong Cao 0001; Xuan Zhang 0001,DAC,2025
Power-Constrained Printed Neuromorphic Hardware Training.,Tara Gheshlaghi; Haibin Zhao; Priyanjana Pal; Michael Hefenbrock; Michael Beigl; Mehdi B. Tahoori,DAC,2025
ParGNN: A Scalable Graph Neural Network Training Framework on multi-GPUs.,Junyu Gu; Shunde Li; Rongqiang Cao; Jue Wang 0013; Zijian Wang; Zhiqiang Liang; Fang Liu; Shigang Li 0002; Chunbao Zhou; Yangang Wang; Xuebin Chi,DAC,2025
MemSeer: Leverage Memory Failure Distinctions and Multi-Grained Prediction in Ultra-Scale Heterogeneous X86/ARM Clusters.,Yunfei Gu; Yixuan Liu; Xinyuan Wu; Bo Shao; Chentao Wu; Shiyi Li; Jieru Zhao; Jie Li 0002; Minyi Guo; Kunlin Yang; Wengui Zhang; Feilong Lin,DAC,2025
VersaSlot: Efficient Fine-grained FPGA Sharing with Big.Little Slots and Live Migration in FPGA Cluster.,Jianfeng Gu 0001; Hao Wang; Xiaorang Guo; Martin Schulz 0001; Michael Gerndt,DAC,2025
Weighted Range-Constrained Ising-Model Decoder for Quantum Error Correction.,Xinyi Guo; Hiromitsu Awano; Takashi Sato 0001,DAC,2025
KLiNQ: Knowledge Distillation-Assisted Lightweight Neural Network for Qubit Readout on FPGA.,Xiaorang Guo; Tigran Bunarjyan; Dai Liu; Benjamin Lienhard; Martin Schulz 0001,DAC,2025
PracMHBench: Re-evaluating Model-Heterogeneous Federated Learning Based on Practical Edge Device Constraints.,Yuanchun Guo; Bingyan Liu; Yulong Sha; Zhensheng Xian,DAC,2025
LightRIM: Light Runtime Integrity Measurement for Linux Kernels in Embedded Applications.,Yili Guo; Zhuoran Ma; Xiangyue Li; Jiajia Huang; Wanli Chang 0001,DAC,2025
IRGNN: A Graph-based Framework Integrating Numerical Solution and Point Cloud for Static IR Drop Prediction.,Feng Guo; Yueyue Xi; Jianwang Zhai; Jingyu Jia; Jiawei Liu 0006; Kang Zhao; Chuan Shi 0001,DAC,2025
GEM: GPU-Accelerated Emulator-Inspired RTL Simulation.,Zizheng Guo 0001; Yanqing Zhang 0002; Runsheng Wang; Yibo Lin; Haoxing Ren,DAC,2025
DM-Tune: Quantizing Diffusion Models with Mixture-of-Gaussian Guided Noise Tuning.,Pouya Haghi; Ali Falahati; Zahra Azad; Chunshu Wu; Ruibing Song; Chuan Liu 0001; Ang Li 0006; Tong Geng,DAC,2025
Device-Aware Test: A Means to Attack Unmodelled Defects (Invited).,Said Hamdioui; Mottaqiallah Taouil,DAC,2025
BBAL: A Bidirectional Block Floating Point-Based Quantisation Accelerator for Large Language Models.,Xiaomeng Han; Yuan Cheng; Jing Wang; Junyang Lu; Hui Wang; X. x. Zhang; Ning Xu; Dawei Yang; Zhe Jiang 0004,DAC,2025
EnQode: Fast Amplitude Embedding for Quantum Machine Learning Using Classical Data.,Jason Han; Nicholas S. DiBrita; Younghyun Cho; Hengrui Luo; Tirthak Patel,DAC,2025
FLAG: An FPGA-Based System for Low-Latency GNN Inference Service Using Vector Quantization.,Yunki Han; Taehwan Kim; Jiwan Kim; Seohye Ha; Lee-Sup Kim,DAC,2025
SCONE: A Logic Locking Technique Utilizing SMT Solver and Circuit Encoding Scheme for Efficient Hardware IP Protection.,Zhaokun Han; Daniel Xing; Kostas Amberiadis; Ankur Srivastava 0001; Jeyavijayan (JV) Rajendran,DAC,2025
Near-Memory LLM Inference Processor based on 3D DRAM-to-logic Hybrid Bonding.,Sanghyeok Han; Byungkuk Yoon; Gyeonghwan Park; Choungki Song; Dongkyun Kim; Jae-Joon Kim,DAC,2025
An Algorithm-Hardware Co-design Based on Revised Microscaling Format Quantization for Accelerating Large Language Models.,Yingbo Hao; Huangxu Chen; Yi Zou; Yanfeng Yang,DAC,2025
